측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
2018-02-23,종로,0.05,0.017,0.9,0.005,82,58
2018-02-10,홍릉로,0.05,0.012,0.9,0.007,77,47
2018-02-19,종로구,0.05,0.012,0.9,0.007,51,33
2018-03-18,송파구,0.05,0.011,0.9,0.005,54,37
2018-07-27,신촌로,0.05,0.011,0.9,0.004,51,28
2018-11-15,서대문구,0.05,0.009,0.9,0.009,39,27
2018-11-19,강변북로,0.05,0.008,0.9,0.005,67,40
2018-11-13,세곡,0.05,0.008,0.9,0.005,45,23
2018-01-14,신촌로,0.05,0.007,0.9,0.006,76,51
2018-12-31,양천구,0.05,0.007,0.9,0.003,62,36
2018-01-14,종로,0.05,0.006,0.9,0.004,60,52
2018-11-27,성북구,0.05,0.006,0.9,0.004,121,45
2018-01-07,도봉구,0.05,0.006,0.9,0.004,56,39
2018-12-03,종로,0.05,0.006,0.9,0.004,44,22
2018-01-31,홍릉로,0.05,0.006,0.9,0.007,39,21
2018-12-02,정릉로,0.05,0.005,0.9,0.006,55,33
2018-11-25,청계천로,0.05,0.005,0.9,0.004,43,32
2018-11-26,천호대로,0.05,0.004,0.9,0.004,57,30
2018-11-26,관악구,0.05,0.003,0.9,0.004,76,58
2018-12-20,홍릉로,0.05,0.003,0.9,0.007,63,46
2018-11-29,신촌로,0.05,0.003,0.9,0.005,70,22
2018-04-30,홍릉로,0.05,0.042,0.8,0.007,103,71
2018-05-14,홍릉로,0.05,0.025,0.8,0.004,87,70
2018-12-31,궁동,0.05,0.021,0.8,0.005,38,25
2018-05-15,강남대로,0.05,0.017,0.8,0.004,83,58
2018-01-15,강서구,0.05,0.014,0.8,0.005,75,57
2018-03-03,종로구,0.05,0.014,0.8,0.008,52,26
2018-04-13,신촌로,0.05,0.014,0.8,0.004,46,17
2018-03-10,강남대로,0.05,0.013,0.8,0.005,54,31
2018-11-01,동대문구,0.05,0.012,0.8,0.007,31,22
2018-11-10,공항대로,0.05,0.011,0.8,0.006,85,56
2018-02-28,양천구,0.05,0.011,0.8,0.004,64,50
2018-02-28,중구,0.05,0.01,0.8,0.005,65,46
2018-11-19,강서구,0.05,0.01,0.8,0.005,58,30
2018-02-28,신촌로,0.05,0.009,0.8,0.007,82,127
2018-01-18,정릉로,0.05,0.009,0.8,0.007,106,53
2018-01-08,동작구,0.05,0.009,0.8,0.005,59,46
2018-11-16,송파구,0.05,0.009,0.8,0.004,77,46
2018-11-02,강동구,0.05,0.008,0.8,0.006,54,25
2018-11-16,정릉로,0.05,0.007,0.8,0.005,70,57
2018-01-06,정릉로,0.05,0.007,0.8,0.006,59,30
2018-01-01,정릉로,0.05,0.007,0.8,0.006,56,21
2018-01-27,정릉로,0.05,0.006,0.8,0.006,58,27
2018-11-02,용산구,0.05,0.006,0.8,0.004,34,25
2018-12-10,송파구,0.05,0.006,0.8,0.003,45,22
2018-01-08,강남구,0.05,0.005,0.8,0.006,52,44
2018-12-01,노원구,0.05,0.005,0.8,0.007,43,22
2018-12-02,성북구,0.05,0.005,0.8,0.004,51,22
2018-01-22,종로구,0.05,0.005,0.8,0.006,38,21
2018-02-08,서초구,0.05,0.004,0.8,0.007,57,35
2018-12-03,강남대로,0.05,0.004,0.8,0.004,43,27
2018-01-22,마포구,0.05,0.004,0.8,0.005,44,24
2018-02-16,성북구,0.05,0.004,0.8,0.005,52,12
2018-01-22,중구,0.05,0.003,0.8,0.004,38,21
2018-04-21,마포구,0.05,0.026,0.7,0.006,81,39
2018-04-21,성북구,0.05,0.024,0.7,0.004,75,36
2018-12-13,한강대로,0.05,0.017,0.7,0.005,44,28
2018-10-23,중구,0.05,0.015,0.7,0.004,48,29
2018-03-10,홍릉로,0.05,0.014,0.7,0.005,54,36
2018-11-04,종로,0.05,0.014,0.7,0.004,41,29
2018-04-09,종로,0.05,0.013,0.7,0.003,35,19
2018-02-23,공항대로,0.05,0.012,0.7,0.006,99,71
2018-04-09,홍릉로,0.05,0.012,0.7,0.003,48,29
2018-02-20,공항대로,0.05,0.011,0.7,0.006,78,45
2018-01-21,한강대로,0.05,0.009,0.7,0.005,69,30
2018-10-25,중구,0.05,0.009,0.7,0.003,35,18
2018-11-07,동대문구,0.05,0.008,0.7,0.008,57,48
2018-11-05,용산구,0.05,0.008,0.7,0.004,50,39
2018-11-14,송파구,0.05,0.008,0.7,0.004,52,25
2018-01-30,강북구,0.05,0.008,0.7,0.005,44,20
2018-11-14,관악구,0.05,0.007,0.7,0.004,44,30
2018-03-12,마포구,0.05,0.006,0.7,0.005,103,71
2018-12-14,천호대로,0.05,0.006,0.7,0.004,36,19
2018-01-14,청계천로,0.05,0.005,0.7,0.007,69,54
2018-11-30,송파구,0.05,0.005,0.7,0.004,85,34
2018-12-01,강동구,0.05,0.005,0.7,0.008,52,24
2018-12-01,중구,0.05,0.005,0.7,0.004,44,24
2018-01-22,정릉로,0.05,0.005,0.7,0.005,62,23
2018-12-11,금천구,0.05,0.004,0.7,0.004,35,24
2018-12-02,양천구,0.05,0.004,0.7,0.003,44,21
2018-01-22,강남구,0.05,0.003,0.7,0.006,38,28
2018-11-29,양천구,0.05,0.003,0.7,0.003,66,18
2018-05-28,정릉로,0.05,0.032,0.6,0.004,52,29
2018-04-30,화랑로,0.05,0.028,0.6,0.004,78,54
2018-04-25,청계천로,0.05,0.025,0.6,0.006,39,31
2018-04-28,천호대로,0.05,0.021,0.6,0.005,67,48
2018-03-18,청계천로,0.05,0.018,0.6,0.007,56,46
2018-03-18,한강대로,0.05,0.017,0.6,0.005,72,54
2018-03-03,동작구,0.05,0.015,0.6,0.006,56,27
2018-01-29,강남대로,0.05,0.013,0.6,0.005,55,16
2018-03-09,천호대로,0.05,0.012,0.6,0.004,62,37
2018-02-22,동작대로,0.05,0.012,0.6,0.007,54,33
2018-06-02,화랑로,0.05,0.012,0.6,0.004,51,33
2018-10-22,강동구,0.05,0.012,0.6,0.008,54,27
2018-10-26,동대문구,0.05,0.012,0.6,0.007,31,21
2018-02-26,영등포구,0.05,0.01,0.6,0.009,70,45
2018-01-12,강남대로,0.05,0.01,0.6,0.005,36,13
2018-03-09,공항대로,0.05,0.009,0.6,0.006,66,39
2018-03-03,강남구,0.05,0.009,0.6,0.007,56,32
2018-11-03,중랑구,0.05,0.009,0.6,0.006,46,30
2018-11-14,강서구,0.05,0.009,0.6,0.004,45,24
2018-01-27,한강대로,0.05,0.008,0.6,0.004,52,24
2018-10-26,공항대로,0.05,0.008,0.6,0.008,44,24
2018-10-13,공항대로,0.05,0.008,0.6,0.006,43,22
2018-05-12,화랑로,0.05,0.008,0.6,0.003,31,20
2018-10-13,종로,0.05,0.007,0.6,0.003,28,18
2018-10-16,영등포로,0.05,0.005,0.6,0.003,,
2018-02-26,용산구,0.05,0.002,0.6,0.004,39,29
2018-05-08,정릉로,0.05,0.032,0.5,0.003,23,9
2018-07-22,동작대로,0.05,0.029,0.5,0.005,34,21
2018-03-12,구로구,0.05,0.028,0.5,0.006,125,77
2018-05-10,동작대로,0.05,0.025,0.5,0.004,56,28
2018-06-26,공항대로,0.05,0.024,0.5,0.007,64,48
2018-06-26,영등포로,0.05,0.023,0.5,0.007,,
2018-04-18,강남구,0.05,0.022,0.5,0.006,63,34
2018-09-19,정릉로,0.05,0.018,0.5,0.005,46,27
2018-04-13,한강대로,0.05,0.018,0.5,0.004,47,17
2018-04-10,영등포로,0.05,0.016,0.5,0.006,57,26
2018-04-25,천호대로,0.05,0.016,0.5,0.003,41,24
2018-04-22,동작대로,0.05,0.016,0.5,0.004,43,20
2018-10-26,양천구,0.05,0.016,0.5,0.003,32,16
2018-05-12,공항대로,0.05,0.012,0.5,0.006,37,28
2018-12-26,정릉로,0.05,0.012,0.5,0.005,54,27
2018-03-06,천호대로,0.05,0.012,0.5,0.004,42,24
2018-12-12,정릉로,0.05,0.011,0.5,0.005,48,26
2018-08-30,영등포로,0.05,0.01,0.5,0.006,33,18
2018-12-13,정릉로,0.05,0.009,0.5,0.005,45,29
2018-04-25,강변북로,0.05,0.009,0.5,0.003,42,28
2018-11-30,관악구,0.05,0.007,0.5,0.004,67,27
2018-08-01,영등포로,0.05,0.033,0.4,0.006,41,23
2018-04-19,구로구,0.05,0.021,0.4,0.011,74,40
2018-08-19,강변북로,0.05,0.02,0.4,0.003,26,11
2018-12-19,세곡,0.049,0.007,2.2,0.006,57,28
2018-12-19,도산대로,0.049,0.007,1.3,0.004,63,34
2018-12-21,도봉구,0.049,0.005,1.2,0.006,67,46
2018-01-20,도봉구,0.049,0.017,1.1,0.006,106,61
2018-11-04,성북구,0.049,0.015,1.1,0.003,43,26
2018-11-27,은평구,0.049,0.009,1.1,0.006,137,70
2018-11-26,노원구,0.049,0.006,1.1,0.006,64,41
2018-12-22,은평구,0.049,0.015,1,0.006,81,57
2018-11-14,세곡,0.049,0.009,1,0.005,39,23
2018-01-27,신촌로,0.049,0.007,1,0.006,54,24
2018-11-26,정릉로,0.049,0.005,1,0.005,67,56
2018-12-21,마포구,0.049,0.003,1,0.004,91,44
2018-12-20,마포구,0.049,0.003,1,0.003,69,35
2018-08-02,신촌로,0.049,0.016,0.9,0.004,37,22
2018-01-20,성북구,0.049,0.014,0.9,0.008,103,65
2018-02-08,은평구,0.049,0.013,0.9,0.004,52,33
2018-01-20,금천구,0.049,0.012,0.9,0.007,100,66
2018-08-31,신촌로,0.049,0.009,0.9,0.004,31,15
2018-01-07,은평구,0.049,0.008,0.9,0.004,44,33
2018-12-18,동대문구,0.049,0.008,0.9,0.008,44,32
2018-01-08,마포구,0.049,0.007,0.9,0.006,61,44
2018-01-17,화랑로,0.049,0.006,0.9,0.005,97,49
2018-11-25,영등포로,0.049,0.005,0.9,0.004,47,35
2018-12-31,청계천로,0.049,0.005,0.9,0.005,39,31
2018-01-07,강동구,0.049,0.004,0.9,0.005,57,45
2018-01-07,중구,0.049,0.004,0.9,0.004,46,35
2018-11-15,영등포로,0.049,0.004,0.9,0.004,49,35
2018-11-25,종로구,0.049,0.004,0.9,0.004,44,31
2018-01-22,양천구,0.049,0.003,0.9,0.005,41,24
2018-05-15,중구,0.049,0.035,0.8,0.004,66,48
2018-06-22,도산대로,0.049,0.032,0.8,0.004,70,49
2018-05-05,신촌로,0.049,0.031,0.8,0.005,56,23
2018-07-20,홍릉로,0.049,0.023,0.8,0.004,47,35
2018-03-12,노원구,0.049,0.022,0.8,0.007,87,52
2018-01-15,은평구,0.049,0.017,0.8,0.005,64,44
2018-01-17,강북구,0.049,0.016,0.8,0.008,101,69
2018-05-12,신촌로,0.049,0.013,0.8,0.003,40,20
2018-03-02,신촌로,0.049,0.012,0.8,0.007,90,35
2018-12-22,서초구,0.049,0.01,0.8,0.006,96,62
2018-01-17,성북구,0.049,0.009,0.8,0.007,109,90
2018-01-21,동작구,0.049,0.009,0.8,0.004,68,46
2018-12-03,신촌로,0.049,0.008,0.8,0.004,36,20
2018-01-05,강동구,0.049,0.007,0.8,0.005,67,45
2018-01-14,천호대로,0.049,0.007,0.8,0.005,83,43
2018-12-31,중구,0.049,0.007,0.8,0.003,47,31
2018-11-13,송파구,0.049,0.007,0.8,0.004,50,25
2018-12-20,강남구,0.049,0.004,0.8,0.007,52,41
2018-02-02,성동구,0.049,0.004,0.8,0.006,59,35
2018-12-25,공항대로,0.049,0.003,0.8,0.006,40,24
2018-10-15,양천구,0.049,0.031,0.7,0.002,50,30
2018-04-21,송파구,0.049,0.027,0.7,0.006,81,43
2018-04-21,중랑구,0.049,0.027,0.7,0.008,66,38
2018-03-13,도봉구,0.049,0.025,0.7,0.007,75,39
2018-04-21,노원구,0.049,0.025,0.7,0.007,68,37
2018-06-02,도산대로,0.049,0.024,0.7,0.006,62,39
2018-04-21,영등포구,0.049,0.022,0.7,0.005,84,49
2018-03-13,중구,0.049,0.019,0.7,0.004,56,35
2018-10-22,동작구,0.049,0.019,0.7,0.005,50,26
2018-02-23,한강대로,0.049,0.015,0.7,0.005,111,76
2018-03-02,청계천로,0.049,0.015,0.7,0.006,57,26
2018-02-28,강서구,0.049,0.012,0.7,0.004,68,47
2018-02-19,강서구,0.049,0.012,0.7,0.004,60,38
2018-10-23,용산구,0.049,0.012,0.7,0.004,41,29
2018-02-24,동작대로,0.049,0.011,0.7,0.006,99,63
2018-02-19,서초구,0.049,0.01,0.7,0.007,66,38
2018-11-13,금천구,0.049,0.01,0.7,0.004,40,27
2018-01-05,동대문구,0.049,0.009,0.7,0.007,65,36
2018-10-20,공항대로,0.049,0.008,0.7,0.007,48,24
2018-12-14,신촌로,0.049,0.007,0.7,0.004,33,21
2018-11-23,천호대로,0.049,0.007,0.7,0.004,32,13
2018-11-07,종로,0.049,0.006,0.7,0.004,63,46
2018-01-31,강동구,0.049,0.006,0.7,0.005,47,24
2018-10-24,강남대로,0.049,0.006,0.7,0.004,49,23
2018-12-02,동작구,0.049,0.006,0.7,0.004,51,21
2018-01-13,광진구,0.049,0.004,0.7,0.004,54,36
2018-01-13,강남구,0.049,0.002,0.7,0.005,44,43
2018-07-24,홍릉로,0.049,0.043,0.6,0.005,53,41
2018-06-22,천호대로,0.049,0.035,0.6,0.004,,
2018-04-26,종로,0.049,0.034,0.6,0.004,36,23
2018-06-01,청계천로,0.049,0.033,0.6,0.006,47,31
2018-04-21,금천구,0.049,0.031,0.6,0.006,61,33
2018-03-11,동작대로,0.049,0.024,0.6,0.005,79,53
2018-03-13,양천구,0.049,0.021,0.6,0.005,52,35
2018-04-25,관악구,0.049,0.021,0.6,0.003,38,30
2018-02-14,한강대로,0.049,0.02,0.6,0.006,86,40
2018-10-23,강서구,0.049,0.02,0.6,0.005,51,28
2018-09-17,강남대로,0.049,0.016,0.6,0.004,34,19
2018-10-23,관악구,0.049,0.015,0.6,0.004,58,40
2018-02-22,홍릉로,0.049,0.015,0.6,0.005,49,28
2018-05-12,중구,0.049,0.015,0.6,0.003,30,21
2018-09-19,종로,0.049,0.015,0.6,0.004,36,21
2018-11-28,한강대로,0.049,0.014,0.6,0.005,128,28
2018-03-18,용산구,0.049,0.013,0.6,0.004,67,59
2018-05-14,강변북로,0.049,0.012,0.6,0.004,93,74
2018-02-10,영등포로,0.049,0.012,0.6,0.007,93,50
2018-03-03,동대문구,0.049,0.01,0.6,0.007,54,28
2018-11-23,강변북로,0.049,0.01,0.6,0.005,27,15
2018-10-03,강변북로,0.049,0.009,0.6,0.004,35,20
2018-10-04,강남대로,0.049,0.009,0.6,0.004,26,15
2018-01-14,동대문구,0.049,0.008,0.6,0.006,76,49
2018-11-15,강동구,0.049,0.008,0.6,0.015,50,26
2018-01-30,한강대로,0.049,0.008,0.6,0.005,53,20
2018-11-28,천호대로,0.049,0.008,0.6,0.004,123,18
2018-10-17,정릉로,0.049,0.007,0.6,0.004,43,25
2018-11-28,공항대로,0.049,0.007,0.6,0.006,162,25
2018-12-13,천호대로,0.049,0.007,0.6,0.005,39,22
2018-11-30,동작구,0.049,0.007,0.6,0.004,60,18
2018-01-01,영등포로,0.049,0.007,0.6,0.006,51,17
2018-11-30,금천구,0.049,0.006,0.6,0.005,57,25
2018-01-30,동작대로,0.049,0.006,0.6,0.006,45,18
2018-12-02,관악구,0.049,0.005,0.6,0.004,54,31
2018-11-15,서초구,0.049,0.004,0.6,0.003,57,38
2018-12-15,구로구,0.049,0.003,0.6,0.006,59,35
2018-10-17,영등포로,0.049,0.003,0.6,0.003,,
2018-06-01,도산대로,0.049,0.041,0.5,0.004,51,26
2018-05-05,한강대로,0.049,0.037,0.5,0.004,60,26
2018-07-24,한강대로,0.049,0.036,0.5,0.006,53,31
2018-04-18,청계천로,0.049,0.034,0.5,0.006,76,39
2018-08-03,한강대로,0.049,0.034,0.5,0.006,59,35
2018-04-18,서초구,0.049,0.029,0.5,0.005,81,37
2018-04-18,금천구,0.049,0.029,0.5,0.005,63,34
2018-04-17,양천구,0.049,0.028,0.5,0.004,51,31
2018-07-21,정릉로,0.049,0.028,0.5,0.004,38,26
2018-06-04,천호대로,0.049,0.027,0.5,0.005,47,25
2018-04-12,동작대로,0.049,0.022,0.5,0.006,55,13
2018-04-13,동대문구,0.049,0.022,0.5,0.006,30,13
2018-05-27,강변북로,0.049,0.02,0.5,0.004,78,36
2018-09-19,양천구,0.049,0.019,0.5,0.002,35,16
2018-05-11,강변북로,0.049,0.018,0.5,0.003,80,57
2018-04-16,공항대로,0.049,0.018,0.5,0.005,49,25
2018-08-25,영등포로,0.049,0.018,0.5,0.006,26,13
2018-09-18,정릉로,0.049,0.016,0.5,0.005,41,22
2018-03-02,영등포로,0.049,0.015,0.5,0.006,82,29
2018-01-12,금천구,0.049,0.014,0.5,0.005,27,19
2018-05-10,강변북로,0.049,0.013,0.5,0.004,57,32
2018-03-07,강남대로,0.049,0.013,0.5,0.004,42,20
2018-07-11,강변북로,0.049,0.012,0.5,0.003,37,17
2018-05-12,천호대로,0.049,0.011,0.5,0.004,35,43
2018-03-06,영등포로,0.049,0.011,0.5,0.006,40,20
2018-10-26,천호대로,0.049,0.006,0.5,0.003,42,26
2018-11-21,정릉로,0.049,0.005,0.5,0.005,39,25
2018-08-02,공항대로,0.049,0.031,0.4,0.009,39,29
2018-07-22,강변북로,0.049,0.018,0.4,0.003,34,21
2018-03-18,구로구,0.049,0.017,0.4,0.006,71,49
2018-02-14,천호대로,0.049,0.017,0.4,0.006,69,22
2018-07-23,강변북로,0.049,0.012,0.4,0.004,35,20
2018-08-30,강변북로,0.049,0.011,0.4,0.003,36,22
2018-07-24,공항대로,0.049,0.01,0.4,0.007,38,25
2018-10-08,정릉로,0.049,0.009,0.4,0.004,26,10
2018-11-29,세곡,0.048,0.005,1.4,0.006,89,25
2018-11-05,도산대로,0.048,0.008,1.3,0.004,72,46
2018-12-15,도산대로,0.048,0.004,1.2,0.004,63,39
2018-12-03,청계천로,0.048,0.006,1.1,0.005,34,20
2018-11-27,동대문구,0.048,0.005,1.1,0.008,112,66
2018-01-20,노원구,0.048,0.015,1,0.008,89,53
2018-11-03,은평구,0.048,0.014,1,0.004,49,36
2018-11-13,청계천로,0.048,0.008,1,0.004,36,24
2018-11-27,중구,0.048,0.007,1,0.004,113,52
2018-12-02,노원구,0.048,0.006,1,0.006,52,29
2018-01-07,노원구,0.048,0.005,1,0.007,57,39
2018-01-08,강변북로,0.048,0.005,1,0.006,59,27
2018-11-27,홍릉로,0.048,0.002,1,0.006,120,62
2018-03-13,광진구,0.048,0.019,0.9,0.008,79,46
2018-03-13,성북구,0.048,0.017,0.9,0.006,70,40
2018-01-20,동작구,0.048,0.015,0.9,0.007,101,74
2018-07-23,신촌로,0.048,0.013,0.9,0.006,40,21
2018-02-19,성북구,0.048,0.01,0.9,0.006,62,38
2018-01-20,강남구,0.048,0.009,0.9,0.008,81,58
2018-11-06,영등포구,0.048,0.008,0.9,0.005,105,83
2018-12-17,시흥대로,0.048,0.008,0.9,0.006,72,47
2018-01-08,금천구,0.048,0.008,0.9,0.006,58,43
2018-01-05,광진구,0.048,0.008,0.9,0.005,64,40
2018-02-07,신촌로,0.048,0.008,0.9,0.007,49,23
2018-11-14,청계천로,0.048,0.008,0.9,0.004,31,22
2018-12-22,중랑구,0.048,0.007,0.9,0.009,80,64
2018-12-10,종로구,0.048,0.007,0.9,0.003,32,18
2018-01-08,중구,0.048,0.006,0.9,0.005,52,40
2018-11-26,용산구,0.048,0.006,0.9,0.004,48,40
2018-12-31,종로구,0.048,0.006,0.9,0.004,45,29
2018-01-17,정릉로,0.048,0.005,0.9,0.007,127,79
2018-02-28,화랑로,0.048,0.005,0.9,0.005,71,44
2018-11-25,공항대로,0.048,0.005,0.9,0.006,58,42
2018-11-05,광진구,0.048,0.005,0.9,0.006,61,36
2018-12-11,동대문구,0.048,0.004,0.9,0.008,40,32
2018-05-15,종로구,0.048,0.038,0.8,0.007,66,46
2018-03-12,중랑구,0.048,0.017,0.8,0.007,86,56
2018-11-04,청계천로,0.048,0.015,0.8,0.004,47,30
2018-11-16,동작구,0.048,0.014,0.8,0.004,57,33
2018-01-20,관악구,0.048,0.013,0.8,0.009,92,71
2018-05-07,신촌로,0.048,0.013,0.8,0.003,51,24
2018-03-13,강변북로,0.048,0.012,0.8,0.005,83,41
2018-11-05,중구,0.048,0.012,0.8,0.004,55,36
2018-01-18,홍릉로,0.048,0.01,0.8,0.008,87,60
2018-02-02,강서구,0.048,0.01,0.8,0.005,57,34
2018-11-20,청계천로,0.048,0.01,0.8,0.005,38,18
2018-03-06,신촌로,0.048,0.009,0.8,0.005,44,26
2018-01-21,금천구,0.048,0.008,0.8,0.005,66,42
2018-01-14,공항대로,0.048,0.007,0.8,0.006,77,58
2018-03-18,강변북로,0.048,0.007,0.8,0.005,57,37
2018-01-05,종로구,0.048,0.007,0.8,0.007,51,35
2018-01-15,화랑로,0.048,0.007,0.8,0.006,60,31
2018-11-15,노원구,0.048,0.007,0.8,0.006,48,30
2018-01-27,성북구,0.048,0.007,0.8,0.006,49,28
2018-11-02,노원구,0.048,0.007,0.8,0.006,41,24
2018-02-28,정릉로,0.048,0.006,0.8,0.007,89,44
2018-01-05,중랑구,0.048,0.006,0.8,0.007,67,39
2018-11-30,청계천로,0.048,0.006,0.8,0.005,50,20
2018-02-01,강변북로,0.048,0.006,0.8,0.007,49,18
2018-11-11,천호대로,0.048,0.005,0.8,0.004,70,41
2018-01-07,광진구,0.048,0.005,0.8,0.005,58,39
2018-12-31,송파구,0.048,0.005,0.8,0.004,46,27
2018-12-11,강서구,0.048,0.004,0.8,0.006,51,24
2018-01-22,노원구,0.048,0.004,0.8,0.007,46,23
2018-12-21,중랑구,0.048,0.003,0.8,0.008,61,45
2018-12-01,홍릉로,0.048,0.003,0.8,0.005,52,32
2018-12-02,천호대로,0.048,0.003,0.8,0.004,52,21
2018-05-15,강서구,0.048,0.039,0.7,0.005,70,50
2018-05-15,동대문구,0.048,0.024,0.7,0.007,72,59
2018-10-22,노원구,0.048,0.021,0.7,0.006,48,27
2018-04-19,노원구,0.048,0.017,0.7,0.007,84,37
2018-02-24,정릉로,0.048,0.016,0.7,0.006,92,46
2018-04-18,영등포구,0.048,0.016,0.7,0.005,75,42
2018-11-04,관악구,0.048,0.016,0.7,0.003,50,36
2018-04-18,송파구,0.048,0.014,0.7,0.005,72,36
2018-03-08,강남대로,0.048,0.013,0.7,0.004,39,28
2018-02-10,강남대로,0.048,0.012,0.7,0.005,90,47
2018-03-09,양천구,0.048,0.012,0.7,0.004,53,43
2018-03-09,한강대로,0.048,0.012,0.7,0.004,65,36
2018-02-18,강남대로,0.048,0.012,0.7,0.006,47,22
2018-04-13,화랑로,0.048,0.012,0.7,0.004,48,18
2018-03-18,정릉로,0.048,0.011,0.7,0.008,68,54
2018-12-19,중구,0.048,0.01,0.7,0.005,50,30
2018-02-07,홍릉로,0.048,0.01,0.7,0.007,43,27
2018-11-13,관악구,0.048,0.009,0.7,0.004,49,30
2018-10-20,정릉로,0.048,0.009,0.7,0.004,47,27
2018-01-15,강남구,0.048,0.008,0.7,0.007,62,51
2018-10-17,강남대로,0.048,0.008,0.7,0.004,37,20
2018-03-03,강변북로,0.048,0.007,0.7,0.009,73,29
2018-12-18,용산구,0.048,0.007,0.7,0.003,37,26
2018-12-10,성북구,0.048,0.007,0.7,0.004,38,18
2018-12-10,양천구,0.048,0.007,0.7,0.003,32,16
2018-01-17,영등포구,0.048,0.005,0.7,0.008,121,101
2018-01-22,광진구,0.048,0.005,0.7,0.004,48,28
2018-12-10,용산구,0.048,0.005,0.7,0.003,25,18
2018-12-15,강동구,0.048,0.004,0.7,0.005,53,35
2018-01-22,강동구,0.048,0.004,0.7,0.005,55,27
2018-12-11,송파구,0.048,0.004,0.7,0.003,43,22
2018-01-07,강남구,0.048,0.003,0.7,0.006,46,42
2018-12-11,용산구,0.048,0.003,0.7,0.003,31,23
2018-04-30,한강대로,0.048,0.037,0.6,0.005,99,75
2018-04-29,강남대로,0.048,0.03,0.6,0.005,57,33
2018-06-26,한강대로,0.048,0.025,0.6,0.007,77,56
2018-07-28,천호대로,0.048,0.023,0.6,0.003,44,28
2018-04-17,용산구,0.048,0.022,0.6,0.003,51,31
2018-04-13,종로,0.048,0.02,0.6,0.003,27,8
2018-03-18,양천구,0.048,0.018,0.6,0.004,62,53
2018-01-28,중랑구,0.048,0.016,0.6,0.007,30,19
2018-04-09,관악구,0.048,0.015,0.6,0.003,51,35
2018-10-23,금천구,0.048,0.015,0.6,0.004,43,29
2018-04-09,강서구,0.048,0.015,0.6,0.003,44,28
2018-09-17,강변북로,0.048,0.015,0.6,0.003,36,20
2018-03-03,강동구,0.048,0.014,0.6,0.005,72,31
2018-01-15,관악구,0.048,0.013,0.6,0.009,70,56
2018-02-22,정릉로,0.048,0.013,0.6,0.007,54,28
2018-03-03,중구,0.048,0.013,0.6,0.006,50,26
2018-12-14,한강대로,0.048,0.013,0.6,0.004,36,21
2018-10-13,종로구,0.048,0.012,0.6,0.003,29,18
2018-09-22,강변북로,0.048,0.012,0.6,0.004,83,17
2018-03-18,서초구,0.048,0.011,0.6,0.004,73,43
2018-10-21,천호대로,0.048,0.011,0.6,0.002,43,25
2018-10-20,관악구,0.048,0.01,0.6,0.004,47,25
2018-10-20,금천구,0.048,0.01,0.6,0.004,37,21
2018-11-20,종로,0.048,0.01,0.6,0.005,43,17
2018-11-20,송파구,0.048,0.009,0.6,0.005,59,22
2018-11-23,공항대로,0.048,0.009,0.6,0.006,53,17
2018-10-29,신촌로,0.048,0.009,0.6,0.003,21,10
2018-02-01,한강대로,0.048,0.008,0.6,0.005,52,22
2018-10-24,천호대로,0.048,0.007,0.6,0.003,52,26
2018-11-14,정릉로,0.048,0.006,0.6,0.005,41,30
2018-11-03,성동구,0.048,0.006,0.6,0.006,49,27
2018-01-08,관악구,0.048,0.005,0.6,0.007,55,47
2018-12-25,동작구,0.048,0.005,0.6,0.004,32,22
2018-12-25,송파구,0.048,0.004,0.6,0.004,38,23
2018-12-16,구로구,0.048,0.003,0.6,0.006,54,36
2018-12-25,강동구,0.048,0.003,0.6,0.006,36,25
2018-12-25,용산구,0.048,0.002,0.6,0.004,27,21
2018-08-01,정릉로,0.048,0.154,0.5,0.003,34,21
2018-04-29,한강대로,0.048,0.041,0.5,0.005,67,40
2018-04-28,청계천로,0.048,0.034,0.5,0.007,75,46
2018-07-21,한강대로,0.048,0.033,0.5,0.006,51,30
2018-06-01,종로,0.048,0.033,0.5,0.003,31,15
2018-04-18,동대문구,0.048,0.029,0.5,0.006,62,32
2018-09-06,정릉로,0.048,0.024,0.5,0.005,43,25
2018-05-11,강남대로,0.048,0.023,0.5,0.003,71,51
2018-04-18,성동구,0.048,0.023,0.5,0.005,78,39
2018-04-16,영등포로,0.048,0.022,0.5,0.006,47,29
2018-05-12,양천구,0.048,0.02,0.5,0.004,28,22
2018-04-17,강남구,0.048,0.018,0.5,0.005,56,28
2018-04-22,영등포로,0.048,0.017,0.5,0.006,52,28
2018-06-04,강남대로,0.048,0.016,0.5,0.004,42,29
2018-04-22,강남대로,0.048,0.013,0.5,0.004,43,21
2018-01-25,강남대로,0.048,0.013,0.5,0.004,32,12
2018-11-28,정릉로,0.048,0.012,0.5,0.005,137,28
2018-03-06,공항대로,0.048,0.01,0.5,0.005,47,20
2018-05-02,영등포로,0.048,0.009,0.5,0.006,74,59
2018-12-12,강변북로,0.048,0.009,0.5,0.005,52,25
2018-01-13,용산구,0.048,0.003,0.5,0.005,51,35
2018-11-24,정릉로,0.048,0.003,0.5,0.005,34,21
2018-04-18,구로구,0.048,0.029,0.4,0.007,76,42
2018-08-12,한강대로,0.048,0.023,0.4,0.004,30,15
